"chromosome","position","id"
6,44639108,"rs67174653"
6,44790360,"rs1293457"
6,44884944,"rs9472394"
6,44885465,"rs4593363"
6,44916529,"rs10484627"
6,45036089,"rs13201942"
6,45049490,"rs6924185"
6,45110176,"rs12198982"
6,45139561,"rs60817181"
6,45169186,"rs1748233"
6,45246939,"rs9472453"
6,45250370,"rs202091312"
6,45403484,"rs10456553"
6,45421496,"rs7751427"
6,45582219,"rs10948241"
6,45602125,"rs9472521"
6,45612661,"rs143876907"
6,45745531,"rs56395753"
6,45780467,"rs9395117"
6,45809609,"rs7746680"
6,45828572,"rs9463126"
6,45946290,"rs3777582"
6,45951777,"rs76820035"
6,46026325,"rs9472667"
6,46086100,"rs1204297"
6,46167751,"rs6926570"
6,46201441,"rs76463024"
6,46367431,"rs9357506"
6,46423167,"rs1534363"
6,46584005,"rs1157157"
6,46614717,"rs3837038"
6,46621230,"rs13199352"
6,46634825,"rs16874904"
6,46660778,"rs4144937"
6,46710419,"rs13218408"
6,46765365,"rs10948303"
6,46829777,"rs6903045"
6,46958099,"rs9357520"
6,46977224,"rs6937411"
6,47125378,"rs9395234"
6,47128007,"rs1738822"
6,47154011,"rs74685782"
6,47192017,"rs6921812"
6,47238246,"rs16875796"
6,47376072,"rs11759777"
6,47394051,"rs6458566"
6,47511399,"rs9463335"
6,47543890,"rs9473130"
6,47581208,"rs1352029"
6,47633016,"rs10807355"
6,47653789,"rs6458587"
6,47726098,"rs59877347"
6,47876081,"rs12660611"
6,47913662,"rs77332802"
6,47919995,"rs9349435"
6,47937775,"rs55716297"
6,47962957,"rs113371550"
6,48093741,"rs57457396"
6,48185768,"rs13196097"
6,48249772,"rs2221623"
6,48280160,"rs7743104"
6,48447033,"rs11354856"
6,48473999,"rs9473383"
6,48538880,"rs112633131"
6,48544981,"rs9381657"
6,48553805,"rs7754924"
6,48584526,"rs73737105"
6,48593712,"rs9395373"
6,48602538,"rs201105852"
6,48607409,"rs60047294"
6,48802584,"rs1938197"
6,48838702,"rs1938175"
6,48974825,"rs11967111"
6,49005228,"rs9381715"
6,49058153,"rs12210696"
6,49252229,"rs199851124"
6,49264090,"rs484204"
6,49378439,"rs151225784"
6,49508317,"rs9369904"
6,49590949,"rs9473598"
6,49652859,"rs13194498"
6,49667175,"rs13193433"
6,49673107,"rs9357632"
6,49776918,"rs1429599"
6,49824193,"rs13204884"
6,49904119,"rs71546680"
6,49945785,"rs7356955"
6,50140673,"rs141333252"
6,50153302,"rs1984237"
6,50252620,"rs12663757"
6,50260186,"rs12205453"
6,50321280,"rs13214619"
6,50395960,"rs1492626"
6,50405683,"rs7747559"
6,50612216,"rs569037"
6,50744794,"rs6928472"
6,50861797,"rs4715209"
6,50863480,"rs9296645"
6,50915962,"rs12212487"
6,51017309,"rs200837001"
6,51115048,"rs6931366"
6,51234457,"rs7762246"
6,51299304,"rs4501430"
6,51381380,"rs67105267"
6,51456504,"rs3898645"
6,51484826,"rs9370029"
6,51524651,"rs72902183"
6,51542049,"rs17752199"
6,51571731,"rs2243758"
6,51597583,"rs2397054"
6,51762971,"rs9367450"
6,51775952,"rs3920621"
6,51786806,"rs11754528"
6,51819650,"rs9395729"
6,51935103,"rs9395747"
6,51961983,"rs927185"
6,51970685,"rs1266902"
6,51974743,"rs112097643"
6,51981889,"rs181649050"
6,52104849,"rs11444916"
6,52154149,"rs7748923"
6,52161110,"rs12196638"
6,52200843,"rs2154228"
6,52236940,"rs763780"
6,52297058,"rs60033428"
6,52396767,"rs722101"
6,52519641,"rs6902651"
6,52604258,"rs10456661"
6,52635131,"rs56189506"
6,52730905,"rs200011652"
6,52739255,"rs2180312"
6,52748260,"rs6904935"
6,52789751,"rs62412860"
6,52801606,"rs10948723"
6,52860988,"rs7740812"
6,52874738,"rs11752349"
6,53086985,"rs10456666"
6,53126559,"rs6933322"
6,53145811,"rs59049517"
6,53227716,"rs9474450"
6,53232971,"rs2817103"
6,53250822,"rs59737379"
6,53289155,"rs2294867"
6,53428380,"rs9370208"
6,53471946,"rs72645309"
6,53480616,"rs9296712"
6,53495503,"rs5876315"
6,53644653,"rs12665537"
6,53731845,"rs7776124"
6,53741202,"rs9463971"
6,53772394,"rs10755766"
6,53803966,"rs9382239"
6,53814999,"rs7739965"
6,53819044,"rs7751036"
6,53827036,"rs7755924"
6,53832377,"rs4484515"
6,53920157,"rs2473599"
6,53978674,"rs9349689"
6,53999896,"rs11333831"
6,54014092,"rs12193439"
6,54025136,"rs62397360"
6,54070206,"rs7743130"
6,54179758,"rs6905950"
6,54315329,"rs1934791"
6,54403724,"rs201894872"
6,54499369,"rs12526335"
6,54555161,"rs9349724"
6,54580838,"rs9395984"
6,54614535,"rs9370322"
6,54628172,"rs77719382"
6,54636020,"rs1280708"
6,54747016,"rs34305257"
6,54758546,"rs4712070"
6,54769741,"rs1976538"
6,54796835,"rs12216186"
6,54805938,"rs9464139"
6,54811450,"rs10080497"
6,54829211,"rs12661878"
6,54880374,"rs73439703"
6,54894684,"rs1503147"
6,54937245,"rs239792"
6,54955877,"rs9370343"
6,54995328,"rs1813240"
6,55029443,"rs7759160"
6,55101783,"rs9357840"
6,55233113,"rs9464212"
6,55266645,"rs140869966"
6,55340880,"rs7757498"
6,55369655,"rs2088943"
6,55455122,"rs4715552"
6,55512983,"rs200483234"
6,55521534,"rs9464258"
6,55656010,"rs4385313"
6,55677992,"rs6914335"
6,55684009,"rs9396130"
6,55684900,"rs12210933"
6,55699718,"rs76714766"
6,55727635,"rs9382542"
6,55762300,"rs228137"
6,55822615,"rs10948955"
6,56015513,"rs140872939"
6,56146025,"rs12214594"
6,56147959,"rs200691953"
6,56207971,"rs6904431"
6,56239784,"rs12209422"
6,56250198,"rs994039"
6,56253339,"rs200230749"
6,56261267,"rs9370495"
6,56273957,"rs9475647"
6,56308742,"rs138658022"
6,56340689,"rs6899444"
6,56417235,"rs619485"
6,56464240,"rs59101638"
6,56602327,"rs9382655"
6,56963832,"rs59723335"
6,57017695,"rs9296859"
6,57108084,"rs4510664"
6,57130695,"rs9396261"
6,57226642,"rs62415937"
6,57939728,"rs201626558"
6,57956906,"rs6915273"
6,57982056,"rs10458022"
6,58004619,"rs6930512"
6,58051031,"rs1419124"
6,58122013,"rs1224739"
6,58127903,"rs1224730"
6,58130889,"rs1224723"
6,58133583,"rs2614248"
6,58166450,"rs2199381"
6,58176236,"rs59984127"
6,58179786,"rs192857182"
6,58223696,"rs3844097"
6,58240264,"rs9500134"
6,58241390,"rs9500335"
6,58283889,"rs6934092"
6,58311128,"rs6931304"
6,60470129,"rs1853489"
6,60603234,"rs201262581"
6,60612717,"rs6459291"
6,60687958,"rs7453152"
6,60823071,"rs7451355"
6,60977200,"rs3873460"
6,60979850,"rs6459314"
6,61022849,"rs4960524"
6,61029683,"rs6919470"
6,61033964,"rs75610497"
6,61081152,"rs186082449"
6,61088266,"rs7743378"
6,61122981,"rs7775908"
6,61152954,"rs12664084"
6,61188869,"rs9404911"
6,61259509,"rs704485"
6,61318957,"rs7755037"
6,61501979,"rs149701875"
6,61557635,"rs1336351"
6,61568630,"rs61023272"
6,61583897,"rs36112003"
6,61597757,"rs200390911"
6,61774053,"rs192276001"
6,61822219,"rs59899220"
6,62047105,"rs75945331"
6,62253513,"rs549603"
6,62330408,"rs34810917"
6,62386705,"rs2639429"
6,62424261,"rs2639388"
6,62441421,"rs630414"
6,62463468,"rs80110887"
6,62502602,"rs9341344"
6,62517435,"rs2345982"
6,62594022,"rs55901740"
6,62687808,"rs9360697"
6,62844137,"rs9341513"
6,62885045,"rs4579334"
6,62929175,"rs4368793"
6,62944079,"rs71570618"
6,63162042,"rs9448401"
6,63183668,"rs11301111"
6,63188259,"rs9361421"
6,63276568,"rs2253428"
6,63484624,"rs10719122"
6,63622197,"rs12523702"
6,63892129,"rs61118398"
6,63898174,"rs62413012"
6,64198006,"rs12175236"
6,64317149,"rs6914523"
6,64451810,"rs150475362"
6,64459888,"rs3889871"
6,64477550,"rs4142182"
6,64492471,"rs2349592"
6,64521495,"rs1337520"
6,64624634,"rs6912039"
6,64632529,"rs140087190"
6,64640441,"rs9688370"
6,64658086,"rs9363069"
6,64690081,"rs4629667"
6,64715499,"rs9354060"
6,64718763,"rs12661626"
6,64812784,"rs11404181"
6,64829138,"rs951906"
6,64838032,"rs2812786"
6,64869761,"rs7756335"
6,64889240,"rs4368794"
6,64922176,"rs2181547"
6,64956834,"rs9342453"
6,64990973,"rs2144714"
6,65010418,"rs2092927"
6,65019082,"rs68036109"
6,65114060,"rs16880348"
6,65116880,"rs5876945"
6,65180076,"rs9717848"
6,65317828,"rs12199621"
6,65374975,"rs4407693"
6,65389323,"rs1354267"
6,65415829,"rs441770"
6,65429326,"rs9342476"
6,65440999,"rs201577400"
6,65456131,"rs35855142"
6,65460268,"rs9354250"
6,65481336,"rs138238363"
6,65541716,"rs1556391"
6,65594566,"rs354365"
6,65695034,"rs9453367"
6,65696828,"rs9363421"
6,65713423,"rs2636131"
6,65727383,"rs2812759"
6,65733094,"rs2636121"
6,65748538,"rs201266205"
6,65762915,"rs72887868"
6,65821296,"rs2814098"
6,65850466,"rs11963506"
6,65852287,"rs9360160"
6,65856798,"rs9363468"
6,65888355,"rs9294664"
6,65889806,"rs1938098"
6,65907182,"rs7743039"
6,65907777,"rs9453491"
6,65917399,"rs17511467"
6,66010881,"rs9294679"
6,66031976,"rs2351876"
6,66108710,"rs3846808"
6,66119141,"rs3900132"
6,66122741,"rs6908017"
6,66149507,"rs7776223"
6,66203731,"rs7754178"
6,66220663,"rs208495"
6,66224374,"rs66722863"
6,66236765,"rs7770349"
6,66278679,"rs7766281"
6,66327943,"rs3846813"
6,66343677,"rs860398"
6,66383357,"rs12196667"
6,66386030,"rs3846816"
6,66459623,"rs9363598"
6,66484214,"rs10484419"
6,66542124,"rs114009598"
6,66577976,"rs9363613"
6,66630344,"rs6455119"
6,66662906,"rs12527276"
6,66697347,"rs10455611"
6,66826162,"rs72887338"
6,66828498,"rs35878740"
6,66829763,"rs12200870"
6,66843802,"rs149602896"
6,66858721,"rs7764486"
6,66861826,"rs9345908"
6,66864059,"rs6455150"
6,66899211,"rs10447348"
6,66921855,"rs77071532"
6,66942077,"rs34037734"
6,66966752,"rs4563702"
6,67072633,"rs10944953"
6,67084702,"rs10597221"
6,67107741,"rs2444639"
6,67154301,"rs9342615"
6,67158262,"rs580668"
6,67246501,"rs6927570"
6,67247949,"rs1458793"
6,67254395,"rs148414093"
6,67269332,"rs12207076"
6,67289289,"rs7739631"
6,67297577,"rs75674443"
6,67303773,"rs1458790"
6,67305265,"rs55915836"
6,67367127,"rs4385294"
6,67369239,"rs4492182"
6,67377680,"rs67678150"
6,67592509,"rs2747149"
6,67621069,"rs2818118"
6,67695308,"rs35265686"
6,67718073,"rs17449606"
6,67770087,"rs13212559"
6,67808414,"rs13220067"
6,67935953,"rs1514349"
6,67970003,"rs9363839"
6,67984181,"rs1514351"
6,67991807,"rs6909864"
6,67997238,"rs4707250"
6,68080835,"rs201640575"
6,68094841,"rs2061118"
6,68161490,"rs777655"
6,68185336,"rs7752887"
6,68241893,"rs4706502"
6,68250359,"rs146462492"
6,68260139,"rs13191356"
6,68273212,"rs74481363"
6,68295756,"rs10945086"
6,68312202,"rs7451956"
6,68328926,"rs35896695"
6,68349385,"rs9445996"
6,68359841,"rs12197817"
6,68403322,"rs9446008"
6,68458069,"rs9351719"
6,68458805,"rs12208325"
6,68471002,"rs13209349"
6,68472621,"rs1352709"
6,68492833,"rs78556234"
6,68565494,"rs75435704"
6,68573002,"rs78873841"
6,68577380,"rs7768234"
6,68596294,"rs9363956"
6,68672787,"rs2585594"
6,68733254,"rs9346236"
6,68767532,"rs644877"
6,68808735,"rs147178089"
6,68834894,"rs562167"
6,68911372,"rs13190994"
6,68932133,"rs75636561"
6,68965854,"rs1556755"
6,68995146,"rs16900400"
6,69109179,"rs112689866"
6,69179533,"rs779491"
6,69194516,"rs60158977"
6,69225929,"rs1858396"
6,69303701,"rs4602695"
6,69424619,"rs66819792"
6,69515338,"rs9364018"
6,69607482,"rs13216283"
6,69768719,"rs2168712"
6,69779020,"rs6919766"
6,69853038,"rs200114293"
6,69906840,"rs17745952"
6,70003012,"rs9454937"
6,70129543,"rs2181011"
6,70225264,"rs7765390"
6,70242277,"rs6455357"
6,70277496,"rs495558"
6,70289427,"rs9455023"
6,70319022,"rs1066730"
6,70336211,"rs1711721"
6,70361176,"rs13194822"
6,70480873,"rs2273210"
6,70631344,"rs2462508"
6,70648233,"rs781995"
6,70692516,"rs1084385"
6,70785974,"rs199925740"
6,70849222,"rs1024211"
6,70920090,"rs60015877"
6,70956523,"rs9446313"
6,70962340,"rs2347631"
6,70973774,"rs10455231"
6,70976128,"rs6920976"
6,71005475,"rs4706473"
6,71044101,"rs67782783"
6,71098351,"rs1582229"
6,71166421,"rs35167899"
6,71346617,"rs1527718"
6,71494371,"rs547466"
6,71517350,"rs67320986"
6,71598684,"rs9360469"
6,71620087,"rs829273"
6,71664126,"rs11755205"
6,71799343,"rs78514217"
6,71850573,"rs9446488"
6,71882836,"rs1192246"
6,72135002,"rs60020363"
6,72190960,"rs2463722"
6,72196812,"rs55942713"
6,72210213,"rs2496532"
6,72224948,"rs2807536"
6,72340708,"rs111680274"
6,72457511,"rs2815714"
6,72540460,"rs1413538"
6,72553994,"rs6909267"
6,72590935,"rs1742290"
6,72625961,"rs6453594"
6,72661435,"rs12374631"
6,72678528,"rs11452286"
6,72682018,"rs72935423"
6,72702206,"rs10484913"
6,72813412,"rs4235871"
6,72846772,"rs55931355"
6,72878421,"rs113272962"
6,73030590,"rs6453618"
6,73063920,"rs9341399"
6,73166453,"rs1815726"
6,73541667,"rs71573599"
6,73606479,"rs568422"
6,73623857,"rs7764768"
6,73741137,"rs5877381"
6,73799048,"rs4708085"
6,73802256,"rs1973480"
6,73811470,"rs3005482"
6,73911788,"rs2917885"
6,73915558,"rs4563686"
6,73915858,"rs72965208"
6,73931514,"rs7753894"
6,73976012,"rs12216004"
6,73992212,"rs9359049"
6,74002845,"rs7757979"
6,74004264,"rs4504441"
6,74078082,"rs12205599"
6,74110421,"rs2185187"
6,74335864,"rs9343139"
6,74377019,"rs201937597"
6,74428961,"rs1853180"
6,74562351,"rs475057"
6,74678088,"rs2485104"
6,74745251,"rs16885523"
6,74803613,"rs75043180"
6,74842455,"rs4339417"
6,75184766,"rs240414"
6,75691626,"rs6936565"
6,75915023,"rs12606"
6,75992800,"rs6916769"
6,76200667,"rs7744322"
6,76202484,"rs56986244"
6,76337081,"rs10455100"
6,76401596,"rs58852546"
6,76419237,"rs9447693"
6,76475041,"rs1844551"
6,76479401,"rs62431555"
6,76638738,"rs9343474"
6,76667565,"rs2504430"
6,76677050,"rs16887919"
6,76710064,"rs10498907"
6,76739981,"rs9361119"
6,76743994,"rs146323976"
6,76802566,"rs6927869"
6,76867444,"rs34606836"
6,76899496,"rs139158002"
6,76913352,"rs9341614"
6,76928771,"rs7748939"
6,76949964,"rs1932209"
6,77003462,"rs9341626"
6,77024413,"rs9352425"
6,77030775,"rs7453658"
6,77116608,"rs9352441"
6,77148858,"rs10455328"
6,77171115,"rs146773510"
6,77193455,"rs144057588"
6,77242355,"rs13194850"
6,77276346,"rs1342637"
6,77304672,"rs1935723"
6,77316820,"rs149092728"
6,77338198,"rs9343604"
6,77344207,"rs12194584"
6,77423311,"rs1228804"
6,77432452,"rs1145825"
6,77527885,"rs1458444"
6,77571131,"rs2798947"
6,77588992,"rs2125380"
6,77591099,"rs184802072"
6,77640315,"rs2243664"
6,77706860,"rs13198844"
6,77733533,"rs145931574"
6,77790591,"rs9361284"
6,77822182,"rs9343672"
6,77881967,"rs1033143"
6,78006368,"rs9352552"
6,78009099,"rs6454030"
6,78023443,"rs1412171"
6,78047785,"rs1591001"
6,78061326,"rs11757523"
6,78068218,"rs4706039"
6,78123383,"rs7775561"
6,78135412,"rs35714103"
6,78164368,"rs73764113"
6,78203171,"rs9443542"
6,78265766,"rs818254"
6,78278906,"rs1093589"
6,78311986,"rs818288"
6,78319649,"rs9448361"
6,78354338,"rs12203428"
6,78412135,"rs236237"
6,78434965,"rs4706703"
6,78555090,"rs12215690"
6,78606459,"rs12200556"
6,78623398,"rs236859"
6,78646763,"rs72893289"
6,78662406,"rs17826379"
6,78681928,"rs4358581"
6,78755722,"rs2321771"
6,78762626,"rs7746103"
6,78805039,"rs77415956"
6,78824309,"rs12213359"
6,78947673,"rs1984195"
6,79035150,"rs9343861"
6,79156286,"rs9343877"
6,79201472,"rs34043789"
6,79396636,"rs3846734"
6,79397402,"rs17799462"
6,79421744,"rs72897736"
6,79431421,"rs11754404"
6,79433566,"rs11755769"
6,79441158,"rs196697"
6,79458768,"rs9341778"
6,79466635,"rs17727505"
6,79482656,"rs9359379"
6,79593822,"rs2814381"
6,79619168,"rs2812676"
6,79636015,"rs55649011"
6,79655802,"rs75249741"
6,79678289,"rs34938727"
6,79682570,"rs2874759"
6,79685787,"rs9361547"
6,79844178,"rs9448837"
6,79856508,"rs72896979"
6,79862626,"rs9443723"
6,79897362,"rs343687"
6,79933418,"rs12199911"
6,79995842,"rs151642"
6,80046719,"rs1205578"
6,80073841,"rs9448880"
6,80287033,"rs3805885"
6,80333224,"rs4706114"
6,80341218,"rs947223"
6,80502908,"rs75108925"
6,80520999,"rs17811367"
6,80554875,"rs4538675"
6,80556994,"rs72903917"
6,80573687,"rs28789711"
6,80706771,"rs2045142"
6,80742888,"rs71566908"
6,80745038,"rs6908039"
6,80750829,"rs76952859"
6,80815217,"rs1591860"
6,80869772,"rs544899"
6,80927973,"rs3846745"
6,81114513,"rs7738623"
6,81161785,"rs6939233"
6,81294653,"rs11756196"
6,81307024,"rs11751373"
6,81311448,"rs1343237"
6,81329784,"rs9344152"
6,81337832,"rs13211292"
6,81377830,"rs6927320"
6,81378824,"rs9294223"
6,81521426,"rs13216483"
6,81707506,"rs194885"
6,81732153,"rs194936"
6,81740258,"rs200674818"
6,81795987,"rs1291465"
6,81830410,"rs1931621"
6,81892395,"rs9361871"
6,81921902,"rs1931617"
6,81924404,"rs1578656"
6,82038191,"rs6911435"
6,82041801,"rs9449389"
6,82093140,"rs9443946"
6,82114735,"rs9443956"
6,82331892,"rs6907015"
6,82346602,"rs796398"
6,82503597,"rs6454276"
6,82619951,"rs17771887"
6,82669127,"rs285975"
6,82718331,"rs9444010"
6,82823439,"rs3846766"
6,82834957,"rs209403"
6,82862275,"rs6454307"
6,82900500,"rs9449556"
6,82906478,"rs7760177"
6,82929182,"rs140762468"
6,82953295,"rs2149536"
6,82984888,"rs3120808"
6,83283849,"rs1170504"
6,83288440,"rs1170329"
6,83300885,"rs1170515"
6,83479188,"rs9294277"
6,83488295,"rs1171102"
6,83502426,"rs10455422"
6,83539171,"rs200042306"
6,83542256,"rs1171125"
6,83583692,"rs3798875"
6,83983903,"rs215973"
6,84065073,"rs60732243"
6,84252366,"rs9444153"
6,84359946,"rs4707041"
6,84431257,"rs2209040"
6,84468501,"rs72900846"
6,84526335,"rs4336418"
6,84580379,"rs10944011"
6,84587442,"rs11753499"
6,84604925,"rs12209348"
6,84636116,"rs13197891"
6,84698092,"rs9450007"
6,84801669,"rs215916"
6,84873052,"rs34137566"
6,84889642,"rs73753118"
6,84905029,"rs10944047"
6,84908762,"rs62420746"
6,84937686,"rs201341401"
6,84978453,"rs9362120"
6,84981837,"rs62422871"
6,84986444,"rs10485067"
6,84998322,"rs1322866"
6,85025033,"rs10485069"
6,85038151,"rs6934772"
6,85068040,"rs17802995"
6,85173574,"rs6901340"
6,85189486,"rs12204198"
6,85206722,"rs9351045"
6,85253083,"rs1407157"
6,85266084,"rs12214741"
6,85285858,"rs3857478"
6,85315620,"rs313187"
6,85343110,"rs139726913"
6,85345000,"rs1407446"
6,85360639,"rs58387111"
6,85370752,"rs150256427"
6,85380919,"rs10944122"
6,85381327,"rs11757167"
6,85382496,"rs313205"
6,85384468,"rs10498955"
6,85409769,"rs67579430"
6,85424324,"rs7753936"
6,85492984,"rs6902904"
6,85523678,"rs9450290"
6,85571156,"rs9342041"
6,85579202,"rs7745560"
6,85623310,"rs12205013"
6,85632960,"rs12212560"
6,85699686,"rs150689809"
6,85738780,"rs10944136"
6,85784716,"rs140489937"
6,85786139,"rs143261114"
6,85899183,"rs201652204"
6,85935675,"rs9359672"
6,85947014,"rs12213740"
6,86015999,"rs12197883"
6,86209105,"rs139576009"
6,86249728,"rs2988682"
6,86252846,"rs2988677"
6,86256899,"rs2988671"
6,86322996,"rs13212547"
6,86333629,"rs62445628"
6,86351060,"rs12208821"
6,86365766,"rs9450431"
6,86462513,"rs10944218"
6,86510358,"rs72907221"
6,86532264,"rs4707300"
6,86618554,"rs11758979"
6,86746934,"rs496829"
6,86873930,"rs150615694"
6,86964533,"rs144536149"
6,87023661,"rs7757182"
6,87243154,"rs4707355"
6,87311399,"rs1145712"
6,87413285,"rs6906433"
6,87477213,"rs16879893"
6,87484133,"rs2246057"
6,87544524,"rs9444514"
6,87767815,"rs9359755"
6,87770606,"rs12201350"
6,87859599,"rs11286234"
6,87895559,"rs4706301"
6,87899947,"rs9362459"
6,88080923,"rs806445"
6,88198845,"rs16880378"
6,88207430,"rs4707444"
6,88240917,"rs7770095"
6,88385632,"rs10944365"
6,88479570,"rs9344815"
6,88482091,"rs13215467"
6,88502079,"rs9353569"
6,88528757,"rs60998725"
6,88558230,"rs77252932"
6,88621524,"rs1011591"
6,88655830,"rs60138176"
6,88747046,"rs9353600"
6,88846654,"rs9444650"
6,88874358,"rs4273661"
6,88985000,"rs67383031"
6,89071678,"rs10080660"
6,89099489,"rs142605534"
6,89122359,"rs387177"
6,89196696,"rs444081"
6,89238220,"rs36033576"
6,89243348,"rs9444678"
6,89258135,"rs282128"
6,89295841,"rs4707536"
6,89338393,"rs74949641"
6,89421207,"rs10455509"
6,89471079,"rs1202238"
6,89597653,"rs10806411"
6,89665457,"rs112276375"
6,89697514,"rs6454772"
6,89753121,"rs1530338"
6,89810252,"rs12189854"
6,89812271,"rs59526807"
6,89880940,"rs430700"
6,90055133,"rs4707590"
6,90098703,"rs207253"
6,90249489,"rs77466181"
6,90319332,"rs62408245"
6,90325362,"rs9362727"
6,90413528,"rs7765551"
6,90422646,"rs1221553"
6,90483070,"rs12202915"
6,90503894,"rs10542469"
6,90579375,"rs3823241"
6,90602305,"rs7747416"
6,90614015,"rs6902979"
6,90628766,"rs2104679"
6,90636176,"rs62409077"
6,90704085,"rs28510260"
6,90705959,"rs1145746"
6,90794319,"rs1354437"
6,90816781,"rs9362786"
6,90825610,"rs13218618"
6,90827718,"rs1542925"
6,90957221,"rs1144164"
6,91010813,"rs1433767"
6,91028094,"rs9345072"
6,91038282,"rs9294474"
6,91108601,"rs6454838"
6,91168040,"rs36051253"
6,91185561,"rs2811668"
6,91281645,"rs35254489"
6,91302324,"rs2748279"
6,91342115,"rs36083542"
6,91525707,"rs4360103"
6,91574780,"rs78200737"
6,91637281,"rs72915123"
6,91853383,"rs9345181"
6,91893510,"rs9451852"
6,92150995,"rs4640866"
6,92206252,"rs59080901"
6,92261198,"rs1348496"
6,92277146,"rs144257005"
6,92353652,"rs7749224"
6,92355617,"rs7739625"
6,92364275,"rs11344956"
6,92384142,"rs2757029"
6,92437051,"rs2818143"
6,92503063,"rs9294532"
6,92545995,"rs783856"
6,92560531,"rs7771681"
6,92567041,"rs9294533"
6,92698667,"rs2045591"
6,92837050,"rs7382779"
6,92851592,"rs1040152"
6,92857056,"rs4472319"
6,92861846,"rs201700542"
6,92869544,"rs4254964"
6,92888670,"rs1002219"
6,92909319,"rs74860148"
6,92925509,"rs12526211"
6,92946754,"rs73532010"
6,92965113,"rs17437983"
6,92969362,"rs2787746"
6,93032322,"rs2476850"
6,93087215,"rs200092691"
6,93114516,"rs77898219"
6,93135980,"rs2147223"
6,93155011,"rs9452266"
6,93235504,"rs62414201"
6,93283143,"rs9363054"
6,93493197,"rs985763"
6,93554660,"rs12154089"
6,93878370,"rs9294582"
6,93927872,"rs72924292"
6,94046341,"rs12663518"
6,94054879,"rs9363139"
6,94057944,"rs12661495"
6,94078693,"rs2535671"
6,94179672,"rs7772127"
6,94207201,"rs12190370"
6,94294842,"rs434310"
6,94324919,"rs401845"
6,94332428,"rs367174"
6,94342337,"rs9452636"
6,94357243,"rs462636"
6,94408298,"rs60725614"
6,94454281,"rs9363206"
6,94687267,"rs9294609"
6,95427231,"rs2716084"
6,95475479,"rs150790352"
6,95479896,"rs35369286"
6,95492639,"rs9320160"
6,95540041,"rs9384792"
6,95577481,"rs7740179"
6,95607139,"rs9481750"
6,95651051,"rs6940899"
6,95664203,"rs13196918"
6,95841723,"rs9376622"
6,95937173,"rs12209764"
6,95942237,"rs2745647"
6,95946940,"rs9404072"
6,95995213,"rs660886"
6,96006669,"rs668390"
6,96019530,"rs79979354"
6,96024067,"rs72627716"
6,96028109,"rs6900819"
6,96031522,"rs4365940"
6,96057342,"rs10499003"
6,96058908,"rs2493357"
6,96060513,"rs9498926"
6,96062365,"rs34955253"
6,96077645,"rs6940612"
6,96133801,"rs12661742"
6,96301434,"rs144042641"
6,96341104,"rs9391256"
6,96396814,"rs2472875"
6,96610676,"rs2273621"
6,96635774,"rs9372178"
6,96673112,"rs200206811"
6,96736711,"rs12526452"
6,96766352,"rs1411576"
6,96819964,"rs1831141"
6,96837635,"rs150998871"
6,96977907,"rs62413879"
6,97053302,"rs1766467"
6,97192564,"rs9481378"
6,97203706,"rs1569532"
6,97306075,"rs6909685"
6,97683179,"rs72627736"
6,97778198,"rs13206524"
6,97787282,"rs1117511"
6,97837221,"rs9489891"
6,97845953,"rs1343667"
6,97862850,"rs1933722"
6,97987713,"rs58369753"
6,98054885,"rs2505054"
6,98067904,"rs6928075"
6,98101685,"rs2450516"
6,98119640,"rs9490616"
6,98142323,"rs34708534"
6,98147592,"rs2171394"
6,98240901,"rs72936354"
6,98256546,"rs1376503"
6,98561309,"rs17761885"
6,98594677,"rs9401993"
6,98626148,"rs1481462"
6,98770251,"rs7740878"
6,98961580,"rs196969"
6,98987890,"rs71018502"
6,99003194,"rs2572096"
6,99016532,"rs9375849"
6,99098154,"rs34626337"
6,99111686,"rs11154701"
6,99141651,"rs117207249"
6,99215171,"rs4839739"
6,99261487,"rs6569940"
6,99272335,"rs138795450"
6,99337477,"rs761175"
6,99645891,"rs1538499"
6,99647595,"rs591388"
6,99776556,"rs4537153"
6,99886532,"rs9376528"
6,99994390,"rs72940354"
6,100004173,"rs4642484"
6,100170132,"rs6916538"
6,100178429,"rs4527721"
6,100197226,"rs6911351"
6,100223952,"rs2103847"
6,100331399,"rs2841300"
6,100422660,"rs72937677"
6,100440748,"rs3798492"
6,100615272,"rs240156"
6,100637069,"rs240141"
6,100640438,"rs239248"
6,100686200,"rs239198"
6,100853193,"rs846792"
6,100864227,"rs705600"
6,100967169,"rs629438"
6,101046144,"rs2749136"
6,101061193,"rs200268032"
6,101078076,"rs11968563"
6,101098070,"rs182306517"
6,101357454,"rs503387"
6,101459691,"rs2518227"
6,101490819,"rs2518237"
6,101499339,"rs9404113"
6,101514451,"rs11756226"
6,101519640,"rs2518244"
6,101539212,"rs2207958"
6,101569413,"rs686067"
6,101659238,"rs2786246"
6,101760725,"rs67680261"
6,101779685,"rs17062480"
6,101805740,"rs9390784"
6,101827491,"rs1408767"
6,101835356,"rs2791813"
6,101910865,"rs1967943"
6,101913665,"rs2791776"
6,101966353,"rs1223042"
6,102067574,"rs12198351"
6,102190423,"rs6902587"
6,102209013,"rs4416680"
6,102257157,"rs2399559"
6,102350940,"rs35842439"
6,102368020,"rs80195999"
6,102378350,"rs72954143"
6,102389310,"rs72954159"
